FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2020/2021,1,E54000028,North London Partners in Health and Care,Women whose smoking status was not known at time of delivery,42.0
2020/2021,1,E54000029,East London Health and Care Partnership,Number of maternities,6940.0
2020/2021,1,E54000029,East London Health and Care Partnership,Women known to be non-smokers at time of delivery,6597.0
2020/2021,1,E54000029,East London Health and Care Partnership,Women known to be smokers at time of delivery,340.0
2020/2021,1,E54000029,East London Health and Care Partnership,Women whose smoking status was not known at time of delivery,3.0
2020/2021,1,E54000030,Our Healthier South East London,Number of maternities,5453.0
2020/2021,1,E54000030,Our Healthier South East London,Women known to be non-smokers at time of delivery,5131.0
2020/2021,1,E54000030,Our Healthier South East London,Women known to be smokers at time of delivery,247.0
2020/2021,1,E54000030,Our Healthier South East London,Women whose smoking status was not known at time of delivery,75.0
2020/2021,1,E54000031,South West London Health and Care Partnership,Number of maternities,4666.0
2020/2021,1,E54000031,South West London Health and Care Partnership,Women known to be non-smokers at time of delivery,4445.0
2020/2021,1,E54000031,South West London Health and Care Partnership,Women known to be smokers at time of delivery,203.0
2020/2021,1,E54000031,South West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,18.0
2020/2021,1,E54000032,Kent and Medway,Number of maternities,4640.0
2020/2021,1,E54000032,Kent and Medway,Women known to be non-smokers at time of delivery,3958.0
2020/2021,1,E54000032,Kent and Medway,Women known to be smokers at time of delivery,667.0
2020/2021,1,E54000032,Kent and Medway,Women whose smoking status was not known at time of delivery,15.0
2020/2021,1,E54000034,Frimley Health and Care ICS,Number of maternities,1978.0
2020/2021,1,E54000034,Frimley Health and Care ICS,Women known to be non-smokers at time of delivery,1838.0
2020/2021,1,E54000034,Frimley Health and Care ICS,Women known to be smokers at time of delivery,139.0
2020/2021,1,E54000034,Frimley Health and Care ICS,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E54000042,Hampshire and the Isle of Wight,Number of maternities,4234.0
2020/2021,1,E54000042,Hampshire and the Isle of Wight,Women known to be non-smokers at time of delivery,3754.0
2020/2021,1,E54000042,Hampshire and the Isle of Wight,Women known to be smokers at time of delivery,415.0
2020/2021,1,E54000042,Hampshire and the Isle of Wight,Women whose smoking status was not known at time of delivery,65.0
2020/2021,1,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Number of maternities,4156.0
2020/2021,1,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be non-smokers at time of delivery,3912.0
2020/2021,1,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be smokers at time of delivery,241.0
2020/2021,1,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women whose smoking status was not known at time of delivery,3.0
2020/2021,1,E54000052,Surrey Heartlands Health and Care Partnership,Number of maternities,2267.0
2020/2021,1,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be non-smokers at time of delivery,2124.0
2020/2021,1,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be smokers at time of delivery,138.0
2020/2021,1,E54000052,Surrey Heartlands Health and Care Partnership,Women whose smoking status was not known at time of delivery,5.0
2020/2021,1,E54000053,Sussex Health and Care Partnership,Number of maternities,3611.0
2020/2021,1,E54000053,Sussex Health and Care Partnership,Women known to be non-smokers at time of delivery,3247.0
2020/2021,1,E54000053,Sussex Health and Care Partnership,Women known to be smokers at time of delivery,307.0
2020/2021,1,E54000053,Sussex Health and Care Partnership,Women whose smoking status was not known at time of delivery,57.0
2020/2021,1,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Number of maternities,1123.0
2020/2021,1,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be non-smokers at time of delivery,960.0
2020/2021,1,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be smokers at time of delivery,162.0
2020/2021,1,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E54000037,Devon,Number of maternities,2380.0
2020/2021,1,E54000037,Devon,Women known to be non-smokers at time of delivery,2061.0
2020/2021,1,E54000037,Devon,Women known to be smokers at time of delivery,223.0
2020/2021,1,E54000037,Devon,Women whose smoking status was not known at time of delivery,96.0
2020/2021,1,E54000038,Somerset,Number of maternities,1206.0
2020/2021,1,E54000038,Somerset,Women known to be non-smokers at time of delivery,1063.0
2020/2021,1,E54000038,Somerset,Women known to be smokers at time of delivery,139.0
2020/2021,1,E54000038,Somerset,Women whose smoking status was not known at time of delivery,4.0
2020/2021,1,E54000039,"Bristol, North Somerset and South Gloucestershire",Number of maternities,2408.0
2020/2021,1,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be non-smokers at time of delivery,2191.0
2020/2021,1,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be smokers at time of delivery,216.0
2020/2021,1,E54000039,"Bristol, North Somerset and South Gloucestershire",Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Number of maternities,2008.0
2020/2021,1,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be non-smokers at time of delivery,1850.0
2020/2021,1,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be smokers at time of delivery,158.0
2020/2021,1,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E54000041,Dorset,Number of maternities,1549.0
2020/2021,1,E54000041,Dorset,Women known to be non-smokers at time of delivery,1370.0
2020/2021,1,E54000041,Dorset,Women known to be smokers at time of delivery,158.0
2020/2021,1,E54000041,Dorset,Women whose smoking status was not known at time of delivery,21.0
2020/2021,1,E54000043,Gloucestershire,Number of maternities,1385.0
2020/2021,1,E54000043,Gloucestershire,Women known to be non-smokers at time of delivery,1240.0
2020/2021,1,E54000043,Gloucestershire,Women known to be smokers at time of delivery,145.0
2020/2021,1,E54000043,Gloucestershire,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E54000021,Cambridgeshire and Peterborough,Number of maternities,2256.0
2020/2021,1,E54000021,Cambridgeshire and Peterborough,Women known to be non-smokers at time of delivery,1896.0
2020/2021,1,E54000021,Cambridgeshire and Peterborough,Women known to be smokers at time of delivery,253.0
2020/2021,1,E54000021,Cambridgeshire and Peterborough,Women whose smoking status was not known at time of delivery,107.0
2020/2021,1,E54000022,Norfolk and Waveney Health and Care Partnership,Number of maternities,2110.0
2020/2021,1,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be non-smokers at time of delivery,1809.0
2020/2021,1,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be smokers at time of delivery,291.0
2020/2021,1,E54000022,Norfolk and Waveney Health and Care Partnership,Women whose smoking status was not known at time of delivery,10.0
2020/2021,1,E54000023,Suffolk and North East Essex,Number of maternities,2148.0
2020/2021,1,E54000023,Suffolk and North East Essex,Women known to be non-smokers at time of delivery,1905.0
2020/2021,1,E54000023,Suffolk and North East Essex,Women known to be smokers at time of delivery,200.0
2020/2021,1,E54000023,Suffolk and North East Essex,Women whose smoking status was not known at time of delivery,43.0
2020/2021,1,E54000024,"Bedfordshire, Luton and Milton Keynes",Number of maternities,2459.0
2020/2021,1,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be non-smokers at time of delivery,2060.0
2020/2021,1,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be smokers at time of delivery,210.0
2020/2021,1,E54000024,"Bedfordshire, Luton and Milton Keynes",Women whose smoking status was not known at time of delivery,189.0
2020/2021,1,E54000025,Hertfordshire and West Essex,Number of maternities,3578.0
2020/2021,1,E54000025,Hertfordshire and West Essex,Women known to be non-smokers at time of delivery,3265.0
2020/2021,1,E54000025,Hertfordshire and West Essex,Women known to be smokers at time of delivery,272.0
2020/2021,1,E54000025,Hertfordshire and West Essex,Women whose smoking status was not known at time of delivery,41.0
2020/2021,1,E54000026,Mid and South Essex,Number of maternities,2871.0
2020/2021,1,E54000026,Mid and South Essex,Women known to be non-smokers at time of delivery,2534.0
2020/2021,1,E54000026,Mid and South Essex,Women known to be smokers at time of delivery,255.0
2020/2021,1,E54000026,Mid and South Essex,Women whose smoking status was not known at time of delivery,82.0
2020/2021,1,E54000010,Staffordshire and Stoke on Trent,Number of maternities,2653.0
2020/2021,1,E54000010,Staffordshire and Stoke on Trent,Women known to be non-smokers at time of delivery,2289.0
2020/2021,1,E54000010,Staffordshire and Stoke on Trent,Women known to be smokers at time of delivery,337.0
2020/2021,1,E54000010,Staffordshire and Stoke on Trent,Women whose smoking status was not known at time of delivery,27.0
2020/2021,1,E54000011,Shropshire and Telford and Wrekin,Number of maternities,1054.0
2020/2021,1,E54000011,Shropshire and Telford and Wrekin,Women known to be non-smokers at time of delivery,903.0
2020/2021,1,E54000011,Shropshire and Telford and Wrekin,Women known to be smokers at time of delivery,142.0
2020/2021,1,E54000011,Shropshire and Telford and Wrekin,Women whose smoking status was not known at time of delivery,9.0
2020/2021,1,E54000012,Joined Up Care Derbyshire,Number of maternities,2308.0
2020/2021,1,E54000012,Joined Up Care Derbyshire,Women known to be non-smokers at time of delivery,2026.0
2020/2021,1,E54000012,Joined Up Care Derbyshire,Women known to be smokers at time of delivery,276.0
2020/2021,1,E54000012,Joined Up Care Derbyshire,Women whose smoking status was not known at time of delivery,6.0
2020/2021,1,E54000013,Lincolnshire,Number of maternities,1617.0
2020/2021,1,E54000013,Lincolnshire,Women known to be non-smokers at time of delivery,1349.0
2020/2021,1,E54000013,Lincolnshire,Women known to be smokers at time of delivery,250.0
2020/2021,1,E54000013,Lincolnshire,Women whose smoking status was not known at time of delivery,18.0
2020/2021,1,E54000014,Nottingham and Nottinghamshire Health and Care,Number of maternities,2389.0
2020/2021,1,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be non-smokers at time of delivery,2021.0
2020/2021,1,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be smokers at time of delivery,333.0
2020/2021,1,E54000014,Nottingham and Nottinghamshire Health and Care,Women whose smoking status was not known at time of delivery,35.0
2020/2021,1,E54000015,"Leicester, Leicestershire and Rutland",Number of maternities,2366.0
2020/2021,1,E54000015,"Leicester, Leicestershire and Rutland",Women known to be non-smokers at time of delivery,2118.0
2020/2021,1,E54000015,"Leicester, Leicestershire and Rutland",Women known to be smokers at time of delivery,248.0
2020/2021,1,E54000015,"Leicester, Leicestershire and Rutland",Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E54000016,The Black Country and West Birmingham,Number of maternities,4175.0
2020/2021,1,E54000016,The Black Country and West Birmingham,Women known to be non-smokers at time of delivery,3641.0
2020/2021,1,E54000016,The Black Country and West Birmingham,Women known to be smokers at time of delivery,478.0
2020/2021,1,E54000016,The Black Country and West Birmingham,Women whose smoking status was not known at time of delivery,56.0
2020/2021,1,E54000017,Birmingham and Solihull,Number of maternities,3736.0
2020/2021,1,E54000017,Birmingham and Solihull,Women known to be non-smokers at time of delivery,3341.0
2020/2021,1,E54000017,Birmingham and Solihull,Women known to be smokers at time of delivery,355.0
2020/2021,1,E54000017,Birmingham and Solihull,Women whose smoking status was not known at time of delivery,40.0
2020/2021,1,E54000018,Coventry and Warwickshire,Number of maternities,2388.0
2020/2021,1,E54000018,Coventry and Warwickshire,Women known to be non-smokers at time of delivery,2118.0
2020/2021,1,E54000018,Coventry and Warwickshire,Women known to be smokers at time of delivery,227.0
2020/2021,1,E54000018,Coventry and Warwickshire,Women whose smoking status was not known at time of delivery,43.0
2020/2021,1,E54000019,Herefordshire and Worcestershire,Number of maternities,1613.0
2020/2021,1,E54000019,Herefordshire and Worcestershire,Women known to be non-smokers at time of delivery,1372.0
2020/2021,1,E54000019,Herefordshire and Worcestershire,Women known to be smokers at time of delivery,175.0
2020/2021,1,E54000019,Herefordshire and Worcestershire,Women whose smoking status was not known at time of delivery,66.0
2020/2021,1,E54000020,Northamptonshire,Number of maternities,1871.0
2020/2021,1,E54000020,Northamptonshire,Women known to be non-smokers at time of delivery,1616.0
2020/2021,1,E54000020,Northamptonshire,Women known to be smokers at time of delivery,241.0
2020/2021,1,E54000020,Northamptonshire,Women whose smoking status was not known at time of delivery,14.0
2020/2021,1,E54000009,South Yorkshire and Bassetlaw,Number of maternities,3632.0
2020/2021,1,E54000009,South Yorkshire and Bassetlaw,Women known to be non-smokers at time of delivery,3141.0
2020/2021,1,E54000009,South Yorkshire and Bassetlaw,Women known to be smokers at time of delivery,459.0
2020/2021,1,E54000009,South Yorkshire and Bassetlaw,Women whose smoking status was not known at time of delivery,32.0
2020/2021,1,E54000050,Cumbria and North East,Number of maternities,6624.0
2020/2021,1,E54000050,Cumbria and North East,Women known to be non-smokers at time of delivery,5695.0
2020/2021,1,E54000050,Cumbria and North East,Women known to be smokers at time of delivery,915.0
2020/2021,1,E54000050,Cumbria and North East,Women whose smoking status was not known at time of delivery,14.0
2020/2021,1,E54000051,"Humber, Coast and Vale",Number of maternities,3552.0
2020/2021,1,E54000051,"Humber, Coast and Vale",Women known to be non-smokers at time of delivery,3032.0
2020/2021,1,E54000051,"Humber, Coast and Vale",Women known to be smokers at time of delivery,510.0
2020/2021,1,E54000051,"Humber, Coast and Vale",Women whose smoking status was not known at time of delivery,10.0
2020/2021,1,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Number of maternities,5893.0
2020/2021,1,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be non-smokers at time of delivery,5104.0
2020/2021,1,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be smokers at time of delivery,739.0
2020/2021,1,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women whose smoking status was not known at time of delivery,50.0
2020/2021,1,E54000007,Greater Manchester Health and Social Care Partnership,Number of maternities,8329.0
2020/2021,1,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be non-smokers at time of delivery,7489.0
2020/2021,1,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be smokers at time of delivery,839.0
2020/2021,1,E54000007,Greater Manchester Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E54000008,Cheshire and Merseyside,Number of maternities,5369.0
2020/2021,1,E54000008,Cheshire and Merseyside,Women known to be non-smokers at time of delivery,4721.0
2020/2021,1,E54000008,Cheshire and Merseyside,Women known to be smokers at time of delivery,625.0
2020/2021,1,E54000008,Cheshire and Merseyside,Women whose smoking status was not known at time of delivery,23.0
2020/2021,1,E54000048,Healthier Lancashire and South Cumbria,Number of maternities,4000.0
2020/2021,1,E54000048,Healthier Lancashire and South Cumbria,Women known to be non-smokers at time of delivery,3464.0
2020/2021,1,E54000048,Healthier Lancashire and South Cumbria,Women known to be smokers at time of delivery,529.0
2020/2021,1,E54000048,Healthier Lancashire and South Cumbria,Women whose smoking status was not known at time of delivery,7.0
2020/2021,1,E38000020,NHS Brent CCG,Number of maternities,1081.0
2020/2021,1,E38000020,NHS Brent CCG,Women known to be non-smokers at time of delivery,1038.0
2020/2021,1,E38000020,NHS Brent CCG,Women known to be smokers at time of delivery,41.0
2020/2021,1,E38000020,NHS Brent CCG,Women whose smoking status was not known at time of delivery,2.0
2020/2021,1,E38000031,NHS Central London (Westminster) CCG,Number of maternities,329.0
2020/2021,1,E38000031,NHS Central London (Westminster) CCG,Women known to be non-smokers at time of delivery,319.0
2020/2021,1,E38000031,NHS Central London (Westminster) CCG,Women known to be smokers at time of delivery,10.0
2020/2021,1,E38000031,NHS Central London (Westminster) CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000048,NHS Ealing CCG,Number of maternities,1136.0
2020/2021,1,E38000048,NHS Ealing CCG,Women known to be non-smokers at time of delivery,1093.0
2020/2021,1,E38000048,NHS Ealing CCG,Women known to be smokers at time of delivery,36.0
2020/2021,1,E38000048,NHS Ealing CCG,Women whose smoking status was not known at time of delivery,7.0
2020/2021,1,E38000070,NHS Hammersmith and Fulham CCG,Number of maternities,532.0
2020/2021,1,E38000070,NHS Hammersmith and Fulham CCG,Women known to be non-smokers at time of delivery,515.0
2020/2021,1,E38000070,NHS Hammersmith and Fulham CCG,Women known to be smokers at time of delivery,15.0
2020/2021,1,E38000070,NHS Hammersmith and Fulham CCG,Women whose smoking status was not known at time of delivery,2.0
2020/2021,1,E38000074,NHS Harrow CCG,Number of maternities,797.0
2020/2021,1,E38000074,NHS Harrow CCG,Women known to be non-smokers at time of delivery,762.0
2020/2021,1,E38000074,NHS Harrow CCG,Women known to be smokers at time of delivery,34.0
2020/2021,1,E38000074,NHS Harrow CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000082,NHS Hillingdon CCG,Number of maternities,831.0
2020/2021,1,E38000082,NHS Hillingdon CCG,Women known to be non-smokers at time of delivery,788.0
2020/2021,1,E38000082,NHS Hillingdon CCG,Women known to be smokers at time of delivery,42.0
2020/2021,1,E38000082,NHS Hillingdon CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000084,NHS Hounslow CCG,Number of maternities,892.0
2020/2021,1,E38000084,NHS Hounslow CCG,Women known to be non-smokers at time of delivery,810.0
2020/2021,1,E38000084,NHS Hounslow CCG,Women known to be smokers at time of delivery,49.0
2020/2021,1,E38000084,NHS Hounslow CCG,Women whose smoking status was not known at time of delivery,33.0
2020/2021,1,E38000202,NHS West London CCG,Number of maternities,481.0
2020/2021,1,E38000202,NHS West London CCG,Women known to be non-smokers at time of delivery,468.0
2020/2021,1,E38000202,NHS West London CCG,Women known to be smokers at time of delivery,13.0
2020/2021,1,E38000202,NHS West London CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000240,NHS North Central London CCG,Number of maternities,3977.0
2020/2021,1,E38000240,NHS North Central London CCG,Women known to be non-smokers at time of delivery,3719.0
2020/2021,1,E38000240,NHS North Central London CCG,Women known to be smokers at time of delivery,216.0
2020/2021,1,E38000240,NHS North Central London CCG,Women whose smoking status was not known at time of delivery,42.0
2020/2021,1,E38000004,NHS Barking and Dagenham CCG,Number of maternities,807.0
2020/2021,1,E38000004,NHS Barking and Dagenham CCG,Women known to be non-smokers at time of delivery,745.0
2020/2021,1,E38000004,NHS Barking and Dagenham CCG,Women known to be smokers at time of delivery,61.0
2020/2021,1,E38000004,NHS Barking and Dagenham CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000035,NHS City and Hackney CCG,Number of maternities,1066.0
2020/2021,1,E38000035,NHS City and Hackney CCG,Women known to be non-smokers at time of delivery,1017.0
2020/2021,1,E38000035,NHS City and Hackney CCG,Women known to be smokers at time of delivery,49.0
2020/2021,1,E38000035,NHS City and Hackney CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000077,NHS Havering CCG,Number of maternities,723.0
2020/2021,1,E38000077,NHS Havering CCG,Women known to be non-smokers at time of delivery,672.0
2020/2021,1,E38000077,NHS Havering CCG,Women known to be smokers at time of delivery,51.0
2020/2021,1,E38000077,NHS Havering CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000113,NHS Newham CCG,Number of maternities,1321.0
2020/2021,1,E38000113,NHS Newham CCG,Women known to be non-smokers at time of delivery,1262.0
2020/2021,1,E38000113,NHS Newham CCG,Women known to be smokers at time of delivery,59.0
2020/2021,1,E38000113,NHS Newham CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000138,NHS Redbridge CCG,Number of maternities,992.0
2020/2021,1,E38000138,NHS Redbridge CCG,Women known to be non-smokers at time of delivery,956.0
2020/2021,1,E38000138,NHS Redbridge CCG,Women known to be smokers at time of delivery,36.0
2020/2021,1,E38000138,NHS Redbridge CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000186,NHS Tower Hamlets CCG,Number of maternities,1043.0
2020/2021,1,E38000186,NHS Tower Hamlets CCG,Women known to be non-smokers at time of delivery,1002.0
2020/2021,1,E38000186,NHS Tower Hamlets CCG,Women known to be smokers at time of delivery,40.0
2020/2021,1,E38000186,NHS Tower Hamlets CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000192,NHS Waltham Forest CCG,Number of maternities,988.0
2020/2021,1,E38000192,NHS Waltham Forest CCG,Women known to be non-smokers at time of delivery,943.0
2020/2021,1,E38000192,NHS Waltham Forest CCG,Women known to be smokers at time of delivery,44.0
2020/2021,1,E38000192,NHS Waltham Forest CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000244,NHS South East London CCG,Number of maternities,5453.0
2020/2021,1,E38000244,NHS South East London CCG,Women known to be non-smokers at time of delivery,5131.0
2020/2021,1,E38000244,NHS South East London CCG,Women known to be smokers at time of delivery,247.0
2020/2021,1,E38000244,NHS South East London CCG,Women whose smoking status was not known at time of delivery,75.0
2020/2021,1,E38000245,NHS South West London CCG,Number of maternities,4666.0
2020/2021,1,E38000245,NHS South West London CCG,Women known to be non-smokers at time of delivery,4445.0
2020/2021,1,E38000245,NHS South West London CCG,Women known to be smokers at time of delivery,203.0
2020/2021,1,E38000245,NHS South West London CCG,Women whose smoking status was not known at time of delivery,18.0
2020/2021,1,E38000237,NHS Kent and Medway CCG,Number of maternities,4640.0
2020/2021,1,E38000237,NHS Kent and Medway CCG,Women known to be non-smokers at time of delivery,3958.0
2020/2021,1,E38000237,NHS Kent and Medway CCG,Women known to be smokers at time of delivery,667.0
2020/2021,1,E38000237,NHS Kent and Medway CCG,Women whose smoking status was not known at time of delivery,15.0
2020/2021,1,E38000118,NHS North East Hampshire and Farnham CCG,Number of maternities,542.0
2020/2021,1,E38000118,NHS North East Hampshire and Farnham CCG,Women known to be non-smokers at time of delivery,516.0
2020/2021,1,E38000118,NHS North East Hampshire and Farnham CCG,Women known to be smokers at time of delivery,26.0
2020/2021,1,E38000118,NHS North East Hampshire and Farnham CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000178,NHS Surrey Heath CCG,Number of maternities,217.0
2020/2021,1,E38000178,NHS Surrey Heath CCG,Women known to be non-smokers at time of delivery,201.0
2020/2021,1,E38000178,NHS Surrey Heath CCG,Women known to be smokers at time of delivery,16.0
2020/2021,1,E38000178,NHS Surrey Heath CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000224,NHS East Berkshire CCG,Number of maternities,1219.0
2020/2021,1,E38000224,NHS East Berkshire CCG,Women known to be non-smokers at time of delivery,1121.0
2020/2021,1,E38000224,NHS East Berkshire CCG,Women known to be smokers at time of delivery,97.0
2020/2021,1,E38000224,NHS East Berkshire CCG,Women whose smoking status was not known at time of delivery,1.0
2020/2021,1,E38000059,NHS Fareham and Gosport CCG,Number of maternities,426.0
2020/2021,1,E38000059,NHS Fareham and Gosport CCG,Women known to be non-smokers at time of delivery,366.0
2020/2021,1,E38000059,NHS Fareham and Gosport CCG,Women known to be smokers at time of delivery,51.0
2020/2021,1,E38000059,NHS Fareham and Gosport CCG,Women whose smoking status was not known at time of delivery,9.0
2020/2021,1,E38000087,NHS Isle of Wight CCG,Number of maternities,254.0
2020/2021,1,E38000087,NHS Isle of Wight CCG,Women known to be non-smokers at time of delivery,224.0
2020/2021,1,E38000087,NHS Isle of Wight CCG,Women known to be smokers at time of delivery,30.0
2020/2021,1,E38000087,NHS Isle of Wight CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000120,NHS North Hampshire CCG,Number of maternities,576.0
2020/2021,1,E38000120,NHS North Hampshire CCG,Women known to be non-smokers at time of delivery,533.0
2020/2021,1,E38000120,NHS North Hampshire CCG,Women known to be smokers at time of delivery,43.0
2020/2021,1,E38000120,NHS North Hampshire CCG,Women whose smoking status was not known at time of delivery,0.0
2020/2021,1,E38000137,NHS Portsmouth CCG,Number of maternities,582.0
2020/2021,1,E38000137,NHS Portsmouth CCG,Women known to be non-smokers at time of delivery,475.0
2020/2021,1,E38000137,NHS Portsmouth CCG,Women known to be smokers at time of delivery,81.0
2020/2021,1,E38000137,NHS Portsmouth CCG,Women whose smoking status was not known at time of delivery,26.0
2020/2021,1,E38000154,NHS South Eastern Hampshire CCG,Number of maternities,469.0
2020/2021,1,E38000154,NHS South Eastern Hampshire CCG,Women known to be non-smokers at time of delivery,399.0
2020/2021,1,E38000154,NHS South Eastern Hampshire CCG,Women known to be smokers at time of delivery,50.0
2020/2021,1,E38000154,NHS South Eastern Hampshire CCG,Women whose smoking status was not known at time of delivery,20.0
2020/2021,1,E38000167,NHS Southampton CCG,Number of maternities,714.0
2020/2021,1,E38000167,NHS Southampton CCG,Women known to be non-smokers at time of delivery,640.0
2020/2021,1,E38000167,NHS Southampton CCG,Women known to be smokers at time of delivery,69.0
2020/2021,1,E38000167,NHS Southampton CCG,Women whose smoking status was not known at time of delivery,5.0
2020/2021,1,E38000198,NHS West Hampshire CCG,Number of maternities,1213.0
